start_date_time,RCORR_P
2019-05-23 13:12:00,204.170
2019-05-23 13:13:00,206.570
2019-05-23 13:14:00,205.180
2019-05-23 13:15:00,204.940
2019-05-23 13:16:00,199.130
2019-05-23 13:17:00,204.470
2019-05-23 13:18:00,202.210
2019-05-23 13:19:00,203.610
2019-05-23 13:20:00,205.010
2019-05-23 13:21:00,208.280
2019-05-23 13:22:00,199.080
2019-05-23 13:23:00,203.990
2019-05-23 13:24:00,200.260
2019-05-23 13:25:00,201.900
2019-05-23 13:26:00,201.470
2019-05-23 13:27:00,195.200
2019-05-23 13:28:00,200.620
2019-05-23 13:29:00,202.830
2019-05-23 13:30:00,205.350
2019-05-23 13:31:00,199.060
2019-05-23 13:32:00,201.140
2019-05-23 13:33:00,197.670
2019-05-23 13:34:00,197.940
2019-05-23 13:35:00,200.080
2019-05-23 13:36:00,202.680
2019-05-23 13:37:00,199.210
2019-05-23 13:38:00,204.350
